,stay_date,report_date,lead_in,individual_reservation_change_3_actual,individual_reservation_change_3_predicted
10307,2024-01-13,2024-01-12,1,0,3.8345876
10308,2024-01-13,2024-01-13,0,0,0.8652116
10309,2024-01-14,2023-12-15,30,0,1.2908796
10310,2024-01-14,2023-12-16,29,0,1.6422122
10311,2024-01-14,2023-12-17,28,2,2.0104706
10312,2024-01-14,2023-12-18,27,2,1.9514811
10313,2024-01-14,2023-12-19,26,2,1.712088
10314,2024-01-14,2023-12-20,25,0,1.3945539
10315,2024-01-14,2023-12-21,24,0,1.3382117
10316,2024-01-14,2023-12-22,23,0,1.325074
10317,2024-01-14,2023-12-23,22,0,1.4943485
10318,2024-01-14,2023-12-24,21,0,1.5540286
10319,2024-01-14,2023-12-25,20,0,1.5466912
10320,2024-01-14,2023-12-26,19,0,1.58329
10321,2024-01-14,2023-12-27,18,1,1.3949442
10322,2024-01-14,2023-12-28,17,1,1.5706611
10323,2024-01-14,2023-12-29,16,1,1.9367603
10324,2024-01-14,2023-12-30,15,0,2.171842
10325,2024-01-14,2023-12-31,14,0,2.2903852
10326,2024-01-14,2024-01-01,13,4,2.1802108
10327,2024-01-14,2024-01-02,12,4,1.709266
10328,2024-01-14,2024-01-03,11,4,1.5571792
10329,2024-01-14,2024-01-04,10,0,1.9510591
10330,2024-01-14,2024-01-05,9,1,2.199103
10331,2024-01-14,2024-01-06,8,3,3.0763237
10332,2024-01-14,2024-01-07,7,5,3.4739993
10333,2024-01-14,2024-01-08,6,4,3.675039
10334,2024-01-14,2024-01-09,5,3,4.7192593
10335,2024-01-14,2024-01-10,4,1,4.6793923
10336,2024-01-14,2024-01-11,3,2,5.08228
10337,2024-01-14,2024-01-12,2,1,4.386175
10338,2024-01-14,2024-01-13,1,1,2.585175
10339,2024-01-14,2024-01-14,0,0,1.0500404
10340,2024-01-15,2023-12-16,30,0,1.9122747
10341,2024-01-15,2023-12-17,29,2,2.225354
10342,2024-01-15,2023-12-18,28,2,2.085749
10343,2024-01-15,2023-12-19,27,5,1.9397675
10344,2024-01-15,2023-12-20,26,3,1.6070807
10345,2024-01-15,2023-12-21,25,3,1.3888376
10346,2024-01-15,2023-12-22,24,0,1.6106887
10347,2024-01-15,2023-12-23,23,0,1.7981324
10348,2024-01-15,2023-12-24,22,0,2.086106
10349,2024-01-15,2023-12-25,21,0,2.121276
10350,2024-01-15,2023-12-26,20,0,2.0732818
10351,2024-01-15,2023-12-27,19,0,1.7323083
10352,2024-01-15,2023-12-28,18,0,1.4797082
10353,2024-01-15,2023-12-29,17,0,1.5592157
10354,2024-01-15,2023-12-30,16,1,2.1370904
10355,2024-01-15,2023-12-31,15,1,2.756998
10356,2024-01-15,2024-01-01,14,5,3.1745486
10357,2024-01-15,2024-01-02,13,4,2.9476116
10358,2024-01-15,2024-01-03,12,4,2.0673163
10359,2024-01-15,2024-01-04,11,0,2.313708
10360,2024-01-15,2024-01-05,10,1,3.5093052
10361,2024-01-15,2024-01-06,9,3,4.7683372
10362,2024-01-15,2024-01-07,8,6,6.0402846
10363,2024-01-15,2024-01-08,7,8,6.2121916
10364,2024-01-15,2024-01-09,6,8,6.5378075
10365,2024-01-15,2024-01-10,5,7,6.255332
10366,2024-01-15,2024-01-11,4,5,6.0472827
10367,2024-01-15,2024-01-12,3,7,6.3485637
10368,2024-01-15,2024-01-13,2,5,6.1310773
10369,2024-01-15,2024-01-14,1,4,4.6111073
10370,2024-01-15,2024-01-15,0,0,1.2794349
10371,2024-01-16,2023-12-17,30,2,2.3475144
10372,2024-01-16,2023-12-18,29,3,2.233449
10373,2024-01-16,2023-12-19,28,4,1.9685587
10374,2024-01-16,2023-12-20,27,2,1.5933357
10375,2024-01-16,2023-12-21,26,1,1.4547911
10376,2024-01-16,2023-12-22,25,0,2.18609
10377,2024-01-16,2023-12-23,24,0,2.3810081
10378,2024-01-16,2023-12-24,23,0,2.6231241
10379,2024-01-16,2023-12-25,22,1,2.5874317
10380,2024-01-16,2023-12-26,21,1,2.4903018
10381,2024-01-16,2023-12-27,20,1,2.1326063
10382,2024-01-16,2023-12-28,19,0,2.2091339
10383,2024-01-16,2023-12-29,18,0,2.0220404
10384,2024-01-16,2023-12-30,17,0,2.3506794
10385,2024-01-16,2023-12-31,16,0,3.5501695
10386,2024-01-16,2024-01-01,15,4,3.7244945
10387,2024-01-16,2024-01-02,14,6,3.5839891
10388,2024-01-16,2024-01-03,13,6,2.7948966
10389,2024-01-16,2024-01-04,12,2,2.9131355
10390,2024-01-16,2024-01-05,11,1,3.4266636
10391,2024-01-16,2024-01-06,10,3,5.839181
10392,2024-01-16,2024-01-07,9,10,7.297079
10393,2024-01-16,2024-01-08,8,11,7.7209716
10394,2024-01-16,2024-01-09,7,12,7.5346723
10395,2024-01-16,2024-01-10,6,9,7.020142
10396,2024-01-16,2024-01-11,5,9,6.7140017
10397,2024-01-16,2024-01-12,4,12,7.862704
10398,2024-01-16,2024-01-13,3,11,8.806595
10399,2024-01-16,2024-01-14,2,9,8.660863
10400,2024-01-16,2024-01-15,1,3,4.9276953
10401,2024-01-16,2024-01-16,0,0,1.2335753
10402,2024-01-17,2023-12-18,30,0,2.4288795
10403,2024-01-17,2023-12-19,29,0,2.3306508
10404,2024-01-17,2023-12-20,28,0,1.8854176
10405,2024-01-17,2023-12-21,27,0,1.7047193
10406,2024-01-17,2023-12-22,26,0,1.6910772
10407,2024-01-17,2023-12-23,25,0,1.6962361
10408,2024-01-17,2023-12-24,24,0,2.216755
10409,2024-01-17,2023-12-25,23,1,2.142326
10410,2024-01-17,2023-12-26,22,2,2.0810785
10411,2024-01-17,2023-12-27,21,5,1.7062892
10412,2024-01-17,2023-12-28,20,4,1.4366181
10413,2024-01-17,2023-12-29,19,3,1.5259752
10414,2024-01-17,2023-12-30,18,0,2.0161994
10415,2024-01-17,2023-12-31,17,0,2.271344
10416,2024-01-17,2024-01-01,16,2,2.598321
10417,2024-01-17,2024-01-02,15,2,2.4092078
10418,2024-01-17,2024-01-03,14,2,2.0818524
10419,2024-01-17,2024-01-04,13,0,2.1369627
10420,2024-01-17,2024-01-05,12,0,2.5888557
10421,2024-01-17,2024-01-06,11,0,4.5871015
10422,2024-01-17,2024-01-07,10,0,2.4290075
10423,2024-01-17,2024-01-08,9,0,2.122004
10424,2024-01-17,2024-01-09,8,0,1.8193456
10425,2024-01-17,2024-01-10,7,1,1.6401426
10426,2024-01-17,2024-01-11,6,1,1.6705798
10427,2024-01-17,2024-01-12,5,1,1.9293541
10428,2024-01-17,2024-01-13,4,1,2.0156696
10429,2024-01-17,2024-01-14,3,4,2.5163784
10430,2024-01-17,2024-01-15,2,4,2.3278887
10431,2024-01-17,2024-01-16,1,3,1.7080737
10432,2024-01-17,2024-01-17,0,0,0.65803695
10433,2024-01-18,2023-12-19,30,0,1.2430563
10434,2024-01-18,2023-12-20,29,0,1.0471168
10435,2024-01-18,2023-12-21,28,0,0.9645238
10436,2024-01-18,2023-12-22,27,0,0.9635395
10437,2024-01-18,2023-12-23,26,0,1.1028309
10438,2024-01-18,2023-12-24,25,0,1.4969546
10439,2024-01-18,2023-12-25,24,0,1.6788698
10440,2024-01-18,2023-12-26,23,0,1.7787299
10441,2024-01-18,2023-12-27,22,0,1.3657944
10442,2024-01-18,2023-12-28,21,1,1.0373732
10443,2024-01-18,2023-12-29,20,1,1.186845
10444,2024-01-18,2023-12-30,19,1,1.3254554
10445,2024-01-18,2023-12-31,18,0,1.7750069
10446,2024-01-18,2024-01-01,17,3,2.0636747
10447,2024-01-18,2024-01-02,16,3,1.8738757
10448,2024-01-18,2024-01-03,15,3,1.4217461
10449,2024-01-18,2024-01-04,14,0,1.4218051
10450,2024-01-18,2024-01-05,13,0,1.8521904
10451,2024-01-18,2024-01-06,12,0,2.8722992
10452,2024-01-18,2024-01-07,11,0,2.1432598
10453,2024-01-18,2024-01-08,10,0,1.6100698
10454,2024-01-18,2024-01-09,9,0,1.2891945
10455,2024-01-18,2024-01-10,8,0,1.0430336
10456,2024-01-18,2024-01-11,7,0,1.0649321
10457,2024-01-18,2024-01-12,6,0,1.0523849
10458,2024-01-18,2024-01-13,5,0,1.2294248
10459,2024-01-18,2024-01-14,4,0,1.4030507
10460,2024-01-18,2024-01-15,3,1,1.4392992
10461,2024-01-18,2024-01-16,2,1,1.3445023
10462,2024-01-18,2024-01-17,1,1,1.0381368
10463,2024-01-18,2024-01-18,0,0,0.54379076
10464,2024-01-19,2023-12-20,30,0,1.2341146
10465,2024-01-19,2023-12-21,29,0,1.2830721
10466,2024-01-19,2023-12-22,28,0,1.4126197
10467,2024-01-19,2023-12-23,27,0,1.5367067
10468,2024-01-19,2023-12-24,26,0,1.6825243
10469,2024-01-19,2023-12-25,25,0,1.7022786
10470,2024-01-19,2023-12-26,24,0,1.7919587
10471,2024-01-19,2023-12-27,23,0,1.6389302
10472,2024-01-19,2023-12-28,22,0,1.551097
10473,2024-01-19,2023-12-29,21,0,1.5765364
10474,2024-01-19,2023-12-30,20,0,1.7592621
10475,2024-01-19,2023-12-31,19,0,1.9890463
10476,2024-01-19,2024-01-01,18,0,1.8252888
10477,2024-01-19,2024-01-02,17,0,1.8029768
10478,2024-01-19,2024-01-03,16,0,2.0243123
10479,2024-01-19,2024-01-04,15,0,1.8573223
10480,2024-01-19,2024-01-05,14,0,1.9263098
10481,2024-01-19,2024-01-06,13,1,2.0975103
10482,2024-01-19,2024-01-07,12,1,1.8591034
10483,2024-01-19,2024-01-08,11,1,1.927501
10484,2024-01-19,2024-01-09,10,0,2.1981156
10485,2024-01-19,2024-01-10,9,0,2.0140638
10486,2024-01-19,2024-01-11,8,0,1.9643472
10487,2024-01-19,2024-01-12,7,0,2.2076113
10488,2024-01-19,2024-01-13,6,2,2.23521
10489,2024-01-19,2024-01-14,5,2,2.7826755
10490,2024-01-19,2024-01-15,4,2,3.6576216
10491,2024-01-19,2024-01-16,3,3,3.5940197
10492,2024-01-19,2024-01-17,2,3,3.1737335
10493,2024-01-19,2024-01-18,1,3,2.7085164
10494,2024-01-19,2024-01-19,0,0,0.7163695
10495,2024-01-20,2023-12-21,30,0,1.0438823
10496,2024-01-20,2023-12-22,29,0,1.362324
10497,2024-01-20,2023-12-23,28,0,1.264452
10498,2024-01-20,2023-12-24,27,0,1.5172956
10499,2024-01-20,2023-12-25,26,0,1.5406495
10500,2024-01-20,2023-12-26,25,0,1.601077
10501,2024-01-20,2023-12-27,24,0,1.5341666
10502,2024-01-20,2023-12-28,23,0,1.38626
10503,2024-01-20,2023-12-29,22,0,1.404971
10504,2024-01-20,2023-12-30,21,0,1.4060807
10505,2024-01-20,2023-12-31,20,0,1.5107855
10506,2024-01-20,2024-01-01,19,1,1.5368171
10507,2024-01-20,2024-01-02,18,1,1.4263208
10508,2024-01-20,2024-01-03,17,1,1.4821738
10509,2024-01-20,2024-01-04,16,0,1.0945323
10510,2024-01-20,2024-01-05,15,0,2.0658908
10511,2024-01-20,2024-01-06,14,0,2.2454238
10512,2024-01-20,2024-01-07,13,2,2.5346575
10513,2024-01-20,2024-01-08,12,2,2.5727386
10514,2024-01-20,2024-01-09,11,2,2.3788636
10515,2024-01-20,2024-01-10,10,0,1.906335
10516,2024-01-20,2024-01-11,9,0,1.0706768
10517,2024-01-20,2024-01-12,8,0,1.1519333
10518,2024-01-20,2024-01-13,7,0,1.3610566
10519,2024-01-20,2024-01-14,6,0,1.3461888
10520,2024-01-20,2024-01-15,5,0,1.5118607
10521,2024-01-20,2024-01-16,4,0,1.6235855
10522,2024-01-20,2024-01-17,3,1,1.7383662
10523,2024-01-20,2024-01-18,2,1,1.5374404
10524,2024-01-20,2024-01-19,1,1,1.3237944
10525,2024-01-20,2024-01-20,0,0,0.8729274
10526,2024-01-21,2023-12-22,30,0,1.3589085
10527,2024-01-21,2023-12-23,29,0,1.5076373
10528,2024-01-21,2023-12-24,28,0,1.6968374
10529,2024-01-21,2023-12-25,27,0,1.7386547
10530,2024-01-21,2023-12-26,26,0,1.8282397
10531,2024-01-21,2023-12-27,25,0,1.7611562
10532,2024-01-21,2023-12-28,24,0,1.6746706
10533,2024-01-21,2023-12-29,23,0,1.623406
10534,2024-01-21,2023-12-30,22,0,1.8330871
10535,2024-01-21,2023-12-31,21,0,1.8568172
10536,2024-01-21,2024-01-01,20,0,1.884738
10537,2024-01-21,2024-01-02,19,1,1.8649312
10538,2024-01-21,2024-01-03,18,1,1.8044505
10539,2024-01-21,2024-01-04,17,2,1.6463215
10540,2024-01-21,2024-01-05,16,1,1.697952
10541,2024-01-21,2024-01-06,15,1,2.0838745
10542,2024-01-21,2024-01-07,14,0,1.8915339
10543,2024-01-21,2024-01-08,13,0,2.1750727
10544,2024-01-21,2024-01-09,12,0,1.7487483
10545,2024-01-21,2024-01-10,11,0,1.8646815
10546,2024-01-21,2024-01-11,10,0,2.07375
10547,2024-01-21,2024-01-12,9,1,2.2508507
10548,2024-01-21,2024-01-13,8,5,2.9787343
10549,2024-01-21,2024-01-14,7,5,3.684523
10550,2024-01-21,2024-01-15,6,5,3.8100564
10551,2024-01-21,2024-01-16,5,3,4.2838616
10552,2024-01-21,2024-01-17,4,5,4.3550773
10553,2024-01-21,2024-01-18,3,4,3.9421735
10554,2024-01-21,2024-01-19,2,2,3.434176
10555,2024-01-21,2024-01-20,1,0,2.4960504
10556,2024-01-21,2024-01-21,0,0,1.1479548
10557,2024-01-22,2023-12-23,30,0,2.0612345
10558,2024-01-22,2023-12-24,29,0,2.1444786
10559,2024-01-22,2023-12-25,28,0,2.3044188
10560,2024-01-22,2023-12-26,27,0,2.209613
10561,2024-01-22,2023-12-27,26,0,2.1315374
10562,2024-01-22,2023-12-28,25,0,2.1963582
10563,2024-01-22,2023-12-29,24,0,2.2719967
10564,2024-01-22,2023-12-30,23,0,2.3456993
10565,2024-01-22,2023-12-31,22,0,2.0604525
10566,2024-01-22,2024-01-01,21,0,2.0096712
10567,2024-01-22,2024-01-02,20,0,2.0217803
10568,2024-01-22,2024-01-03,19,0,2.0720546
10569,2024-01-22,2024-01-04,18,0,2.1283286
10570,2024-01-22,2024-01-05,17,0,2.2815032
10571,2024-01-22,2024-01-06,16,0,2.9062128
10572,2024-01-22,2024-01-07,15,2,3.565098
10573,2024-01-22,2024-01-08,14,3,3.6002598
10574,2024-01-22,2024-01-09,13,5,3.5854046
10575,2024-01-22,2024-01-10,12,3,3.2404597
10576,2024-01-22,2024-01-11,11,2,2.9209626
10577,2024-01-22,2024-01-12,10,0,4.2674594
10578,2024-01-22,2024-01-13,9,5,5.5719805
10579,2024-01-22,2024-01-14,8,6,6.803
10580,2024-01-22,2024-01-15,7,6,6.723852
10581,2024-01-22,2024-01-16,6,4,7.5320044
10582,2024-01-22,2024-01-17,5,5,6.8717847
10583,2024-01-22,2024-01-18,4,7,6.274557
10584,2024-01-22,2024-01-19,3,18,6.821286
10585,2024-01-22,2024-01-20,2,16,6.5017257
10586,2024-01-22,2024-01-21,1,14,5.354515
10587,2024-01-22,2024-01-22,0,0,1.6018107
10588,2024-01-23,2023-12-24,30,0,2.232503
10589,2024-01-23,2023-12-25,29,0,2.2242644
10590,2024-01-23,2023-12-26,28,0,2.1692696
10591,2024-01-23,2023-12-27,27,0,1.9272699
10592,2024-01-23,2023-12-28,26,0,1.8733759
10593,2024-01-23,2023-12-29,25,0,1.8828146
10594,2024-01-23,2023-12-30,24,0,2.1442885
10595,2024-01-23,2023-12-31,23,1,2.098705
10596,2024-01-23,2024-01-01,22,1,2.0565112
10597,2024-01-23,2024-01-02,21,1,2.0312083
10598,2024-01-23,2024-01-03,20,1,2.0487943
10599,2024-01-23,2024-01-04,19,1,1.7434692
10600,2024-01-23,2024-01-05,18,2,1.9037459
10601,2024-01-23,2024-01-06,17,1,2.964779
10602,2024-01-23,2024-01-07,16,5,4.0999575
10603,2024-01-23,2024-01-08,15,6,4.1039853
10604,2024-01-23,2024-01-09,14,7,3.8377156
10605,2024-01-23,2024-01-10,13,4,3.1800513
10606,2024-01-23,2024-01-11,12,2,3.080437
10607,2024-01-23,2024-01-12,11,2,3.3997827
10608,2024-01-23,2024-01-13,10,9,5.731024
10609,2024-01-23,2024-01-14,9,12,7.908603
10610,2024-01-23,2024-01-15,8,13,8.18373
10611,2024-01-23,2024-01-16,7,8,8.732131
10612,2024-01-23,2024-01-17,6,6,7.8806896
10613,2024-01-23,2024-01-18,5,5,7.225855
10614,2024-01-23,2024-01-19,4,16,8.021345
10615,2024-01-23,2024-01-20,3,20,9.774321
10616,2024-01-23,2024-01-21,2,19,9.347788
10617,2024-01-23,2024-01-22,1,5,5.044707
10618,2024-01-23,2024-01-23,0,0,1.4337795
10619,2024-01-24,2023-12-25,30,0,1.938616
10620,2024-01-24,2023-12-26,29,0,1.9372019
10621,2024-01-24,2023-12-27,28,0,1.5979532
10622,2024-01-24,2023-12-28,27,0,1.5278624
10623,2024-01-24,2023-12-29,26,0,1.5760453
10624,2024-01-24,2023-12-30,25,0,1.911733
10625,2024-01-24,2023-12-31,24,2,1.984188
10626,2024-01-24,2024-01-01,23,2,1.9059308
10627,2024-01-24,2024-01-02,22,2,1.9384816
10628,2024-01-24,2024-01-03,21,0,1.7326691
10629,2024-01-24,2024-01-04,20,0,1.6569961
10630,2024-01-24,2024-01-05,19,2,1.6591673
10631,2024-01-24,2024-01-06,18,2,2.379544
10632,2024-01-24,2024-01-07,17,4,3.1998472
10633,2024-01-24,2024-01-08,16,5,3.934683
10634,2024-01-24,2024-01-09,15,7,3.8606699
10635,2024-01-24,2024-01-10,14,6,3.1229885
10636,2024-01-24,2024-01-11,13,4,3.1125128
10637,2024-01-24,2024-01-12,12,3,3.3018134
10638,2024-01-24,2024-01-13,11,5,4.795822
10639,2024-01-24,2024-01-14,10,5,6.98539
10640,2024-01-24,2024-01-15,9,6,7.681812
10641,2024-01-24,2024-01-16,8,7,7.7944016
10642,2024-01-24,2024-01-17,7,6,6.4508047
10643,2024-01-24,2024-01-18,6,5,6.855677
10644,2024-01-24,2024-01-19,5,6,7.102287
10645,2024-01-24,2024-01-20,4,12,8.355546
10646,2024-01-24,2024-01-21,3,17,10.085625
10647,2024-01-24,2024-01-22,2,12,9.1899805
10648,2024-01-24,2024-01-23,1,6,5.192605
10649,2024-01-24,2024-01-24,0,0,1.5553666
10650,2024-01-25,2023-12-26,30,0,1.5185294
10651,2024-01-25,2023-12-27,29,0,1.2541401
10652,2024-01-25,2023-12-28,28,0,1.2711202
10653,2024-01-25,2023-12-29,27,0,1.2805395
10654,2024-01-25,2023-12-30,26,0,1.5497576
10655,2024-01-25,2023-12-31,25,0,1.5082579
10656,2024-01-25,2024-01-01,24,0,1.6070315
10657,2024-01-25,2024-01-02,23,1,1.6041743
10658,2024-01-25,2024-01-03,22,1,1.3354778
10659,2024-01-25,2024-01-04,21,1,1.2677394
10660,2024-01-25,2024-01-05,20,1,1.2512625
10661,2024-01-25,2024-01-06,19,1,1.6121345
10662,2024-01-25,2024-01-07,18,2,1.7828695
10663,2024-01-25,2024-01-08,17,2,2.5124729
10664,2024-01-25,2024-01-09,16,2,2.866897
10665,2024-01-25,2024-01-10,15,1,2.2278736
10666,2024-01-25,2024-01-11,14,0,2.1144743
10667,2024-01-25,2024-01-12,13,0,2.2994347
10668,2024-01-25,2024-01-13,12,3,3.3519633
10669,2024-01-25,2024-01-14,11,4,3.658757
10670,2024-01-25,2024-01-15,10,5,4.063124
10671,2024-01-25,2024-01-16,9,4,4.1986475
10672,2024-01-25,2024-01-17,8,5,3.3631783
10673,2024-01-25,2024-01-18,7,4,3.3715446
10674,2024-01-25,2024-01-19,6,5,3.794913
10675,2024-01-25,2024-01-20,5,5,4.9827013
10676,2024-01-25,2024-01-21,4,6,5.850227
10677,2024-01-25,2024-01-22,3,5,6.578528
10678,2024-01-25,2024-01-23,2,3,5.838342
10679,2024-01-25,2024-01-24,1,2,3.3119285
10680,2024-01-25,2024-01-25,0,0,0.79241765
10681,2024-01-26,2023-12-27,30,2,1.322047
10682,2024-01-26,2023-12-28,29,0,1.2616929
10683,2024-01-26,2023-12-29,28,0,1.3352629
10684,2024-01-26,2023-12-30,27,0,1.5655891
10685,2024-01-26,2023-12-31,26,1,1.4383277
10686,2024-01-26,2024-01-01,25,1,1.5579884
10687,2024-01-26,2024-01-02,24,1,1.5334483
10688,2024-01-26,2024-01-03,23,2,1.3086886
10689,2024-01-26,2024-01-04,22,2,1.3113171
10690,2024-01-26,2024-01-05,21,2,1.3317279
10691,2024-01-26,2024-01-06,20,0,1.532253
10692,2024-01-26,2024-01-07,19,0,1.753328
10693,2024-01-26,2024-01-08,18,1,1.7390769
10694,2024-01-26,2024-01-09,17,1,1.9689125
10695,2024-01-26,2024-01-10,16,2,2.2524076
10696,2024-01-26,2024-01-11,15,2,2.4277904
10697,2024-01-26,2024-01-12,14,2,2.4293602
10698,2024-01-26,2024-01-13,13,2,2.973359
10699,2024-01-26,2024-01-14,12,2,2.699965
10700,2024-01-26,2024-01-15,11,2,2.7334762
10701,2024-01-26,2024-01-16,10,2,3.5574417
10702,2024-01-26,2024-01-17,9,2,3.6119628
10703,2024-01-26,2024-01-18,8,2,3.5211422
10704,2024-01-26,2024-01-19,7,4,3.9038887
10705,2024-01-26,2024-01-20,6,4,4.436217
10706,2024-01-26,2024-01-21,5,4,5.3873963
10707,2024-01-26,2024-01-22,4,2,6.1959915
10708,2024-01-26,2024-01-23,3,4,6.6263595
10709,2024-01-26,2024-01-24,2,4,5.325952
10710,2024-01-26,2024-01-25,1,3,3.195548
10711,2024-01-26,2024-01-26,0,0,0.7124119
10712,2024-01-27,2023-12-28,30,0,1.9779428
10713,2024-01-27,2023-12-29,29,0,2.063726
10714,2024-01-27,2023-12-30,28,1,2.3261874
10715,2024-01-27,2023-12-31,27,1,2.4027243
10716,2024-01-27,2024-01-01,26,1,2.1399887
10717,2024-01-27,2024-01-02,25,0,2.0682127
10718,2024-01-27,2024-01-03,24,1,2.481428
10719,2024-01-27,2024-01-04,23,1,2.798803
10720,2024-01-27,2024-01-05,22,1,2.8505301
10721,2024-01-27,2024-01-06,21,0,3.0585518
10722,2024-01-27,2024-01-07,20,0,2.5141866
10723,2024-01-27,2024-01-08,19,1,2.5487633
10724,2024-01-27,2024-01-09,18,1,2.6536477
10725,2024-01-27,2024-01-10,17,2,2.3894753
10726,2024-01-27,2024-01-11,16,2,2.3665857
10727,2024-01-27,2024-01-12,15,2,2.4211068
10728,2024-01-27,2024-01-13,14,2,3.071128
10729,2024-01-27,2024-01-14,13,2,3.4465654
10730,2024-01-27,2024-01-15,12,2,3.1716921
10731,2024-01-27,2024-01-16,11,2,3.2965806
10732,2024-01-27,2024-01-17,10,1,3.1921077
10733,2024-01-27,2024-01-18,9,1,3.0830963
10734,2024-01-27,2024-01-19,8,3,3.7221956
10735,2024-01-27,2024-01-20,7,6,4.2963047
10736,2024-01-27,2024-01-21,6,6,5.7964454
10737,2024-01-27,2024-01-22,5,6,6.205904
10738,2024-01-27,2024-01-23,4,5,6.9847937
10739,2024-01-27,2024-01-24,3,13,7.130219
10740,2024-01-27,2024-01-25,2,10,7.0892105
10741,2024-01-27,2024-01-26,1,8,3.9061153
10742,2024-01-27,2024-01-27,0,0,1.4872565
10743,2024-01-28,2023-12-29,30,0,1.2063854
10744,2024-01-28,2023-12-30,29,0,1.4074717
10745,2024-01-28,2023-12-31,28,0,1.674416
10746,2024-01-28,2024-01-01,27,0,1.5897577
10747,2024-01-28,2024-01-02,26,0,1.4977689
10748,2024-01-28,2024-01-03,25,0,1.2954901
10749,2024-01-28,2024-01-04,24,0,1.200253
10750,2024-01-28,2024-01-05,23,1,1.236034
10751,2024-01-28,2024-01-06,22,1,1.6042114
10752,2024-01-28,2024-01-07,21,1,1.8631899
10753,2024-01-28,2024-01-08,20,0,1.8057368
10754,2024-01-28,2024-01-09,19,0,1.8073517
10755,2024-01-28,2024-01-10,18,0,1.5167081
10756,2024-01-28,2024-01-11,17,0,1.8694179
10757,2024-01-28,2024-01-12,16,0,2.1357393
10758,2024-01-28,2024-01-13,15,2,2.5110724
10759,2024-01-28,2024-01-14,14,3,2.8538537
10760,2024-01-28,2024-01-15,13,3,2.7236493
10761,2024-01-28,2024-01-16,12,3,2.510141
10762,2024-01-28,2024-01-17,11,2,1.8518469
10763,2024-01-28,2024-01-18,10,2,1.4060988
10764,2024-01-28,2024-01-19,9,2,1.6525155
10765,2024-01-28,2024-01-20,8,2,2.513426
10766,2024-01-28,2024-01-21,7,2,2.8963544
10767,2024-01-28,2024-01-22,6,1,3.392881
10768,2024-01-28,2024-01-23,5,1,3.6425898
10769,2024-01-28,2024-01-24,4,3,3.406667
10770,2024-01-28,2024-01-25,3,2,3.807819
10771,2024-01-28,2024-01-26,2,2,3.223003
10772,2024-01-28,2024-01-27,1,0,2.876395
10773,2024-01-28,2024-01-28,0,0,0.8314911
10774,2024-01-29,2023-12-30,30,0,1.8200293
10775,2024-01-29,2023-12-31,29,0,1.852128
10776,2024-01-29,2024-01-01,28,0,1.4232208
10777,2024-01-29,2024-01-02,27,0,1.3668907
10778,2024-01-29,2024-01-03,26,0,1.2538025
10779,2024-01-29,2024-01-04,25,0,1.3616279
10780,2024-01-29,2024-01-05,24,1,1.4559867
10781,2024-01-29,2024-01-06,23,2,2.0163846
10782,2024-01-29,2024-01-07,22,2,2.3872857
10783,2024-01-29,2024-01-08,21,1,2.303877
10784,2024-01-29,2024-01-09,20,0,2.3918934
10785,2024-01-29,2024-01-10,19,0,1.9014564
10786,2024-01-29,2024-01-11,18,0,1.8544431
10787,2024-01-29,2024-01-12,17,1,1.9561095
10788,2024-01-29,2024-01-13,16,3,2.7908964
10789,2024-01-29,2024-01-14,15,4,3.2040617
10790,2024-01-29,2024-01-15,14,6,3.090997
10791,2024-01-29,2024-01-16,13,9,2.8717153
10792,2024-01-29,2024-01-17,12,8,2.0217898
10793,2024-01-29,2024-01-18,11,6,2.2074976
10794,2024-01-29,2024-01-19,10,7,3.7035882
10795,2024-01-29,2024-01-20,9,11,5.2742634
10796,2024-01-29,2024-01-21,8,12,7.5258365
10797,2024-01-29,2024-01-22,7,7,7.8873787
10798,2024-01-29,2024-01-23,6,13,8.218297
10799,2024-01-29,2024-01-24,5,12,7.5128818
10800,2024-01-29,2024-01-25,4,12,6.5799575
10801,2024-01-29,2024-01-26,3,8,7.446039
10802,2024-01-29,2024-01-27,2,7,7.012252
10803,2024-01-29,2024-01-28,1,6,4.388188
10804,2024-01-29,2024-01-29,0,0,1.3402743
10805,2024-01-30,2023-12-31,30,0,2.263115
10806,2024-01-30,2024-01-01,29,0,1.7674161
10807,2024-01-30,2024-01-02,28,0,1.7778198
10808,2024-01-30,2024-01-03,27,0,1.9700665
10809,2024-01-30,2024-01-04,26,0,1.4849393
10810,2024-01-30,2024-01-05,25,0,1.6467884
10811,2024-01-30,2024-01-06,24,2,2.1803062
10812,2024-01-30,2024-01-07,23,4,2.309987
10813,2024-01-30,2024-01-08,22,5,2.319753
10814,2024-01-30,2024-01-09,21,5,2.6047943
10815,2024-01-30,2024-01-10,20,4,2.1280758
10816,2024-01-30,2024-01-11,19,3,2.2447042
10817,2024-01-30,2024-01-12,18,3,2.7688575
10818,2024-01-30,2024-01-13,17,5,3.4128013
10819,2024-01-30,2024-01-14,16,6,4.6311793
10820,2024-01-30,2024-01-15,15,9,5.020213
10821,2024-01-30,2024-01-16,14,13,5.100215
10822,2024-01-30,2024-01-17,13,12,3.7171476
10823,2024-01-30,2024-01-18,12,7,3.455185
10824,2024-01-30,2024-01-19,11,4,4.1104794
10825,2024-01-30,2024-01-20,10,8,6.444409
10826,2024-01-30,2024-01-21,9,12,8.396631
10827,2024-01-30,2024-01-22,8,10,8.661705
